coll_id_1,coll_id_2,coll_id_3,title,lang,creator_person,creator_corp_body,creator_family,date_exp,date_begin,date_end,date_type,date_certainty,extent_num,extent_type,cont_sum,acq_note_1,acq_note_2,scope_and_con_note_1,scope_and_con_note_2,scope_and_con_note_3,scope_and_con_note_3.1,arrange_note,lang_mat_note,gen_note_1,gen_note_2,gen_note_3,gen_note_4,con_gov_acc_note,biohist_note_1,biohist_note_2,other_fa_note,rel_mat_note,sub_person_1,sub_person_2,sub_person_3,sub_person_4,sub_person_5,sub_person_6,sub_person_7,sub_person_8,sub_person_9,sub_person_10,sub_person_11,sub_person_12,sub_person_13,sub_person_14,sub_person_15,sub_person_16,sub_person_17,sub_person_18,ub_person_19,sub_family_1,sub_family_2,sub_corp_body_1,sub_corp_body_2,sub_corp_body_3,sub_corp_body_4,sub_corp_body_5,sub_corp_body_6,sub_corp_body_7,sub_corp_body_8,sub_corp_body_9,sub_corp_body_10,sub_corp_body_11,sub_corp_body_11.1,sub_un_title_1,sub_un_title_2,sub_top_1,sub_top_2,sub_top_3,sub_top_4,sub_top_5,sub_top_6,sub_top_7,sub_top_8,sub_top_9,sub_top_10,sub_top_11,sub_geo_1,sub_geo_2,sub_geo_3,sub_genform_1,sub_genform_2,sub_genform_3
MRBC,MS,376,[Columbian Exposition and World's Fair collection],English,,,,1892-1965,1892,1965,Inclusive,,1,boxes,,,,"Dummy for The historical World's Columbian Exposition and Chicago guide ... / by Horace H. Morgan. St. Louis, Mo. : Pacific Pub. Co., 1892 (salesman's dummy with sample pages and five binding styles; some of the lined pages at the end (intended for the salesman's orders) contain shorthand (with some longhand) notes about the 1893 Columbian Exposition, including ""Prominent Women"" and various buildings)-- Printed guide for the Art Institute of Chicago official art exhibition of a century of progress for the New World's Fair art exhibititon for 1934-- New York World's Fair 1939 jigsaw puzzle / compliments of the makers of Sloan's liniment (26 x 32 cm.)-- Envelope, with imprint: Souvenir Views of the New York World's Fair, [1934] (addressed to Wm. Hatt, Vallejo California, from J. Geraghty, with three 2 cent U.S. postage stamps featuring John Adams, with Brooklyn postmark-- 23 x 30 cm.)-- Admission ticket for adult, New York Worlds Fair 1964-1965 (6.5 x 9 cm.)-- Official souvenir map, New York World's Fair 1964/1965 / by the editors of Time-Life books ( 85 x 66 cm. folded to 24 x 13 cm. printed on 2 sides)-- Official souvenir flash card set New York World's Fair pictures, 1964-1965. (27 cards in box ; 9.5 x 15 cm.)",,,,,,,,,,,,,,,/agents/people/46645,,,,,,,,,,,,,,,,,,,,,,,,,,,/agents/corporate_entities/2794,/agents/corporate_entities/2795,/agents/corporate_entities/2796,/agents/corporate_entities/2161,/agents/corporate_entities/2188,/agents/corporate_entities/2188,,,/subjects/10470,/subjects/10471,,,,,,,,,,/subjects/10586,,,/subjects/10604,/subjects/10605,
